GROUP_SET,GROUP_VALUE,TEAM_ID,TEAM_ABBREVIATION,MAX_GAME_DATE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,CFID,CFPARAMS
By Year,2017-18,1610612752,NYK,2017-12-28T00:00:00,32,16,16,0.5,21.1,2.3,6.3,0.363,0.6,1.9,0.328,0.7,1.0,0.719,0.4,1.8,2.2,3.5,1.8,1.3,0.1,0.2,2.7,1.2,5.9,0.0,16.3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2017-18
By Year,2017-18,1610612742,DAL,2017-12-29T00:00:00,29,11,18,0.379,27.7,5.4,13.6,0.395,1.5,4.6,0.326,1.4,2.1,0.661,0.8,3.3,4.1,4.2,2.8,0.8,0.2,1.7,2.0,2.0,13.7,-5.4,25.2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2017-18
By Year,2017-18,1610612757,POR,2017-12-28T00:00:00,18,10,8,0.556,13.2,1.4,3.8,0.377,0.3,0.9,0.353,0.3,0.8,0.429,0.8,2.2,2.9,0.8,0.9,0.2,0.5,0.3,2.1,0.9,3.6,1.7,9.5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2017-18
By Year,2017-18,1610612766,CHA,2017-12-23T00:00:00,29,9,20,0.31,14.5,2.1,6.2,0.346,1.2,3.4,0.343,0.4,0.6,0.706,0.1,1.0,1.1,1.5,0.7,0.3,0.1,0.2,1.0,0.8,5.9,-4.4,9.8,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2017-18
By Year,2017-18,1610612765,DET,2017-12-28T00:00:00,29,15,14,0.517,16.5,2.2,5.4,0.405,1.0,2.3,0.412,0.4,0.6,0.765,0.2,1.4,1.7,1.2,0.9,0.6,0.2,0.2,0.9,0.7,5.8,2.2,10.9,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2017-18
By Year,2017-18,1610612762,UTA,2017-12-27T00:00:00,34,14,20,0.412,30.5,6.7,15.4,0.435,2.2,6.1,0.357,2.3,2.7,0.849,0.5,2.7,3.2,3.4,2.5,1.5,0.4,0.9,3.2,2.7,17.9,-0.1,29.9,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2017-18
By Year,2017-18,1610612748,MIA,2017-12-29T00:00:00,26,11,15,0.423,20.1,2.6,4.3,0.598,0.0,0.0,0.0,1.8,2.4,0.73,1.7,3.2,4.9,1.0,1.0,0.7,0.7,0.3,2.1,2.3,6.9,-2.5,17.4,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2017-18
By Year,2017-18,1610612758,SAC,2017-12-27T00:00:00,25,7,18,0.28,18.0,2.2,5.6,0.393,0.8,2.6,0.318,0.3,0.4,0.636,0.4,1.5,1.8,0.6,0.6,0.2,0.2,0.1,1.1,0.7,5.5,-3.8,9.4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2017-18
By Year,2017-18,1610612749,MIL,2017-12-23T00:00:00,12,7,5,0.583,3.9,0.3,0.8,0.444,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.2,0.0,0.0,0.0,0.4,0.0,0.7,-2.2,1.4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2017-18
By Year,2017-18,1610612754,IND,2017-12-26T00:00:00,27,15,12,0.556,9.4,1.3,2.9,0.455,0.4,0.9,0.478,0.1,0.3,0.429,0.7,1.0,1.7,0.2,0.2,0.2,0.1,0.2,1.0,0.3,3.1,-2.4,6.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2017-18
By Year,2017-18,1610612737,ATL,2017-12-29T00:00:00,29,7,22,0.241,22.9,4.8,7.9,0.609,0.0,0.1,0.0,1.9,2.7,0.701,2.9,4.2,7.1,1.0,1.4,0.6,1.1,0.8,3.1,2.4,11.5,-1.9,25.3,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2017-18
