permno,date,nameendt,exchcd,ncusip,ticker,comnam,tsymbol,trdstat,secstat,permco,hsiccd,cusip,dlstcd,hsicmg,hsicig,acperm,accomp
33073,8/31/1983,,3,29379910,ENTR,ENTERPRISE TECHNOLOGIES INC,ENTR,A,R,2741,4925,29379910,,,,,
62842,3/30/1990,,1,29380510,EN,ENTERRA CORP,,A,R,20657,4941,29380510,,49,494,,
88869,6/28/2002,,3,29381L10,EENC,ENTERRA ENERGY CORP,EENC,A,R,41161,1311,29390Q10,,,,,
88869,6/30/2004,2/8/2006,3,29381P10,EENC,ENTERRA ENERGY TRUST,EENC,A,R,41161,1311,29390Q10,,,,,
11908,6/30/2008,,3,29382J10,EDCI,ENTERTAINMENT DISTRIBUTN CO INC,EDCI,A,R,9721,3663,26831510,,,,,
90176,4/30/2013,,3,29383V20,EGT,ENTERTAINMENT GAMING ASIA INC,EGT,A,R,45189,5099,29383V30,,50,509,,
87645,11/30/1989,,2,29391110,EM,ENTERTAINMENT MARKETING INC,,A,R,7635,5064,48248410,,,,,
85604,10/29/1999,,1,29380T10,EPR,ENTERTAINMENT PROPERTIES TRUST,,A,R,32145,6798,26884U10,,,,,
33081,7/31/1984,,3,29380710,EPUB,ENTERTAINMENT PUBLICATIONS INC,EPUB,A,R,6645,2741,29380710,,,,,
75394,8/30/1991,,2,29393110,ENT,ENTERTAINMENT PUBLISHING CORP,,A,R,21975,2741,29393110,,,,,
33100,4/30/1982,,3,29380810,ENTS,ENTERTAINMENT SYSTEMS INC,,A,R,1552,,29380810,591,,,,
66528,12/31/1984,,1,29381310,EED,ENTEX ENERGY DEV LTD,,A,R,25766,1311,36975710,,,,,
50710,6/30/1976,,1,29381510,ETX,ENTEX INC,,A,R,25140,4924,29381510,,,,,
90034,5/30/2008,,3,29383P10,ENTN,ENTORIAN TECHNOLOGIES INC,ENTN,A,R,44890,3674,29383P20,,,,,
10945,4/30/1987,,3,29382210,ENTG,ENTOURAGE INTERNATIONAL INC,ENTG,A,R,8258,5960,29382210,,,,,
82620,3/30/2001,,3,29382Y10,ESAN,ENTRADA NETWORKS INC,ESAN,A,R,14117,3661,29382Y10,,36,366,,
31472,9/29/2000,,1,29382L10,ETA,ENTRADE INC,,A,R,20218,7375,29382L10,,,,,
88485,1/31/2002,6/9/2004,1,29382R10,EVC,ENTRAVISION COMMUNICATIONS CORP,EVC,A,R,38389,4833,29382R10,,,,,
33102,10/31/1988,,3,29382510,ETRE,ENTRE COMPUTER CTRS INC,ETRE,A,R,6656,5990,29382510,,,,,
11699,5/31/1988,,3,29392110,ETRC,ENTREE CORP,ETRC,A,R,9520,5140,29392110,,,,,
90781,1/31/2017,,2,29383G10,EGI,ENTREE GOLD INC,EGI,A,R,46990,1041,29384J10,,,,,
90781,5/31/2017,12/29/2017,2,29384J10,EGI,ENTREE RESOURCES LTD,EGI,A,R,46990,1041,29384J10,,,,,
83651,12/30/2011,,3,29382F20,ENMD,ENTREMED INC,ENMD,A,R,14715,2836,14757U10,,28,283,,
88289,5/31/2001,,2,29382U10,ENP,ENTREPORT CORPORATION,,A,R,37668,7375,29382U10,,,,,
17055,12/29/2017,,4,29382880,ENTR,ENTREPRENEURSHARES SERIES TRUST,ENTR,A,R,56132,6726,29382880,100,,,,
47212,4/30/1971,,2,29383920,ENT,ENTRON INC,,A,R,24925,3662,29383920,,,,,
11596,4/30/1990,,3,29384210,ENTC,ENTRONICS CORP,ENTC,A,R,9421,7370,45764T10,,,,,
92460,10/29/2010,,3,29384R10,ENTR,ENTROPIC COMMUNICATIONS INC,ENTR,A,R,52878,3674,29384R10,,,,,
87767,2/28/2001,,3,29384410,ETOP,ENTROPIN INC,ETOP,A,R,18405,8740,29384410,,,,,
86324,9/30/2008,,3,29384810,ENTU,ENTRUST INC,ENTU,A,R,16266,7371,29384810,,,,,
86324,4/30/1999,,3,29384810,ENTU,ENTRUST TECHNOLOGIES INC,ENTU,A,R,16266,7371,29384810,,,,,
11901,3/31/2004,,3,29385010,ENTX,ENTRX CORP,ENTX,A,R,9686,1742,29385010,,,,,
33129,12/31/1973,,3,29385710,ENTW,ENTWISTLE COMPANY,,A,R,1553,3549,29385710,,,,,
81311,7/31/2014,,3,29402J10,ENVE,ENVENTIS CORP,ENVE,A,R,27566,4813,29402J10,,,,,
11370,6/30/2014,,1,29404K10,ENV,ENVESTNET INC,ENV,A,R,53461,7372,29404K10,,,,,
33145,1/30/1976,,3,29403710,ENVR,ENVIRODYNE INC,,A,R,1556,3079,29403710,,,,,
33145,9/30/1983,,3,29403710,ENVR,ENVIRODYNE INDUSTRIES INC,ENVR,A,R,1556,3079,29403710,,,,,
76386,5/28/1993,,3,29394320,EFIL,ENVIROFIL INC,EFIL,A,R,10668,4950,29394320,,,,,
77844,9/30/1993,,3,29404010,ENVG,ENVIROGEN INC,ENVG,A,R,11661,8740,29404030,,,,,
80811,7/31/1996,,3,29397210,EVRM,ENVIROMETRICS INC,EVRM,A,R,13090,8730,29397210,,,,,
33153,8/29/1986,,10,29405610,,ENVIRONMENT ONE CORP,,X,X,1559,3580,29405610,,,,,
33479,11/30/1973,,3,29490210,ENVC,ENVIRONMENTAL COMMUNITIES INC,,A,R,1555,2451,29490210,,,,,
12016,12/31/1990,,3,29392810,ECGI,ENVIRONMENTAL CONTROL GROUP INC,ECGI,A,R,9883,4950,29392810,,,,,
33487,2/28/1973,,3,29490510,,ENVIRONMENTAL CONTROL PRODS INC,,A,R,23926,3899,29490510,,,,,
87637,1/31/1989,,3,29390710,EDIT,ENVIRONMENTAL DIAGNOSTICS INC,EDIT,A,R,7235,8071,58497720,,,,,
76222,1/31/1996,,1,29394010,EEC,ENVIRONMENTAL ELEMENTS CORP,,A,R,10680,3564,29394010,,,,,
75701,5/31/1990,,3,29406210,EMON,ENVIRONMENTAL MONITOR & TSTG COR,EMON,A,R,10115,1780,29406210,,,,,
11048,9/30/1992,,3,29406L10,POWR,ENVIRONMENTAL POWER CORP,POWR,A,R,8915,4930,29406L20,,,,,
87629,6/30/1986,,3,29390610,EPIC,ENVIRONMENTAL PROCESSING INC,EPIC,A,R,9653,3679,26890510,,,,,
33161,3/30/1973,,3,29406510,ENRE,ENVIRONMENTAL RESEARCH CORP,,A,R,1546,3811,29406510,,,,,
85787,10/30/1998,,2,29406930,EVV,ENVIRONMENTAL SAFEGUARDS INC,,A,R,34651,4953,29406930,,,,,
76345,5/31/1994,,3,29408040,ENSA,ENVIRONMENTAL SERVICES AMER INC,ENSA,A,R,10613,4950,29408040,,49,495,,
14518,11/30/1973,,3,29408910,,ENVIRONMENTAL SYS INT,,A,R,22532,6531,29408910,,,,,
69358,10/31/1990,,1,29408710,ESC,ENVIRONMENTAL SYSTEMS CO,,A,R,1585,7391,29408710,,,,,
78030,9/30/1994,,3,29409010,ENVR,ENVIRONMENTAL TECH USA INC,ENVR,A,R,11776,3990,29409040,,,,,
78146,9/30/1997,,3,29396110,EVTC,ENVIRONMENTAL TECHNOLOGIES CORP,EVTC,A,R,11866,5160,29396110,,,,,
33188,7/29/1983,,0,29409210,,ENVIRONMENTAL TECTONICS CORP,,X,X,6252,3823,29409210,,,,,
33508,6/28/1985,,3,29491910,ETCC,ENVIRONMENTAL TESTING & CERTIF,ETCC,A,R,5617,8732,67083910,,,,,
33508,8/31/1987,2/8/1989,1,29409F10,ETT,ENVIRONMENTAL TREATMENT & TECHN,,A,R,5617,8732,67083910,,,,,
75220,5/31/1989,,2,29391410,ENV,ENVIROPACT INC,,A,R,8580,8999,29391410,,,,,
79690,7/31/1996,9/26/1996,3,29409U10,EPUR,ENVIROPUR WASTE REFIN & TECH INC,EPURQ,A,R,12485,2910,29409U10,,,,,
10676,5/29/1992,,3,29394110,EROQ,ENVIROQ CORP,EROQ,A,R,8578,1620,29394110,,,,,
11294,5/31/1990,,3,29392010,ENVI,ENVIROSAFE SERVICES INC,ENVI,A,R,9148,4950,29392010,,,,,
33196,12/30/1983,,3,29409510,EVRO,ENVIROSEARCH CORP,EVRO,A,R,1603,7030,15891310,,,,,
10062,4/29/1994,,3,29409K10,ENSO,ENVIROSOURCE INC,ENSO,A,R,8009,3710,29409K60,,,,,
87437,2/28/2011,,2,29414M10,EVI,ENVIROSTAR INC,EVI,A,R,36370,5087,29414M10,,,,,
10666,9/30/1987,,3,29409610,ENVS,ENVIROSURE MANAGEMENT CORP,ENVS,A,R,8569,4950,29409610,,,,,
55386,11/30/1972,,1,29409810,EVT,ENVIROTECH CORP,,A,R,25435,3580,29409810,,,,,
79084,8/31/1998,,2,29409W10,ENR,ENVIROTEST SYSTEMS CORP,,A,R,12063,7549,29409W10,,,,,
77214,7/31/1992,,3,29394510,ENVX,ENVIRX INDUSTRIES INC,ENVX,A,R,11199,8740,89351V10,,,,,
77214,4/30/1992,,3,29394510,ENVX,ENVIRX LTD,ENVX,A,R,11199,8740,89351V10,,,,,
87216,7/31/2000,,2,29410N10,EDV,ENVISION DEVELOPMENT CORP,,A,R,35279,5912,29410N10,,,,,
85675,12/29/2017,,1,29414D10,EVHC,ENVISION HEALTHCARE CORP,EVHC,A,R,15867,8011,29414D10,100,,,,
14065,8/30/2013,7/16/2015,1,29413U10,EVHC,ENVISION HEALTHCARE HOLDINGS INC,EVHC,A,R,54492,8062,29413U10,,,,,
15313,2/29/2016,,1,29414J10,EVA,ENVIVA PARTNERS LP,EVA,A,R,55240,8731,29414J10,,,,,
13374,9/30/2015,,3,29413T10,ENVI,ENVIVIO INC,ENVI,A,R,54060,9999,29413T10,,,,,
88336,3/31/2008,,3,29413B10,ECGI,ENVOY CAPITAL GROUP INC,ECGI,A,R,37711,7311,59047R10,,,,,
88336,1/31/2001,,3,29398610,ECGI,ENVOY COMMUNICATIONS GROUP INC,ECGI,A,R,37711,7311,59047R10,,,,,
81703,8/31/1998,,3,29398210,ENVY,ENVOY CORP NEW,ENVY,A,R,13756,7370,29398210,,,,,
33209,12/31/1990,,2,29410010,ENZ,ENZO BIOCHEM INC,,A,R,1557,8071,29410010,,,,,
33137,12/31/1992,,3,29390410,ENZN,ENZON INC,ENZN,A,R,6863,2830,29390410,,,,,
33137,7/31/2003,,3,29390410,ENZN,ENZON PHARMACEUTICALS INC,ENZN,A,R,6863,2830,29390410,,,,,
77610,3/31/1995,,0,29395110,,ENZYMATICS INC,,X,X,11522,3575,91347P10,,,,,
14157,3/31/2014,,3,M4059L10,ENZY,ENZYMOTEC LTD,ENZY,A,R,54554,9999,M4059L10,,,,,
75825,12/31/2009,,1,26875P10,EOG,EOG RESOURCES INC,EOG,A,R,22113,1382,26875P10,,,,,
87604,7/30/2010,,3,26876320,EONC,EON COMMUNICATIONS CORP,EONC,A,R,17932,3661,46123X40,,,,,
89389,8/31/2004,,3,29412E10,ELAB,EON LABS INC,ELAB,A,R,43142,2834,29412E10,,,,,
80387,10/29/1999,,1,29410310,EOT,EOTT ENERGY PARTNERS LP,,A,R,30351,5171,29410310,,,,,
79484,9/29/1995,,3,26891310,EPTK,EP TECHNOLOGIES INC,EPTK,A,R,12336,3840,26891310,,,,,
13210,5/29/2015,,1,29414B10,EPAM,EPAM SYSTEMS INC,EPAM,A,R,53983,7371,29414B10,,,,,
33217,1/29/1982,,3,29410410,EPCM,EPCOM INC,,A,R,5104,7629,29410410,,,,,
90317,3/30/2007,,3,29425010,EPIK,EPIC BANCORP,EPIK,A,R,45481,6022,87485H10,,60,602,,
33225,2/28/1973,,3,29425210,,EPIC CORP,,A,R,23908,6531,29425210,,,,,
80976,7/31/1995,,3,29425G10,EPIC,EPIC DESIGN TECHNOLOGY INC,EPIC,A,R,13399,7370,29425G10,,,,,
10947,12/30/1988,,3,29425310,EPIC,EPIC HEALTH GROUP INC,EPIC,A,R,6128,5960,29425310,,,,,
87463,12/29/2000,,2,29426X10,EDG,EPICEDGE INC,,A,R,36556,7373,29426X10,,,,,
91078,1/31/2012,,0,29426430,,EPICEPT CORP,,X,X,50197,2834,45254C20,,,,,
78008,1/29/2010,,3,29426L10,EPIC,EPICOR SOFTWARE CORP,EPIC,A,R,11760,7370,29426L10,,,,,
18981,10/31/1978,,3,29425710,EPDN,EPIDYNE INC,,A,R,626,,10468610,,,,,
77215,7/30/1993,,2,29425910,EPN,EPIGEN INC,,A,R,11244,8731,29425910,,,,,
77097,10/31/2000,,3,29425Y10,EPMN,EPIMMUNE INC,EPMN,A,R,11221,2830,44939410,,,,,
84531,12/31/2013,,3,26882D10,EPIQ,EPIQ SYSTEMS INC,EPIQ,A,R,15312,7372,26882D10,,73,737,,
90968,8/31/2015,,3,29428P10,EPRS,EPIRUS BIOPHARMACEUTICALS INC,EPRS,A,R,48770,2834,29428P10,,,,,
10860,2/28/1992,,2,29426110,EPT,EPITOPE INC,,A,R,8743,2835,68554V10,,,,,
84420,7/29/2005,,3,26881Q10,EPIX,EPIX PHARMACEUTICALS INC,EPIX,A,R,15300,2835,26881Q30,,,,,
13924,5/31/2016,,3,29428V10,EPZM,EPIZYME INC,EPZM,A,R,54410,9999,29428V10,,99,999,,
42497,10/31/1974,,2,29426310,EKO,EPKO SHOES INC,,A,R,24617,5661,29426310,,,,,
84234,2/29/2008,,0,29426810,,EPLUS INC,,X,X,15147,6159,29426810,,,,,
79610,4/30/2004,,3,29427310,EBIO,EPOCH BIOSCIENCES INC,EBIO,A,R,12444,2835,29427310,,,,,
46181,5/28/2010,,3,29428R10,EPHC,EPOCH HOLDING CORP,EPHC,A,R,2426,7993,29428R10,,,,,
79610,5/31/2000,12/19/2000,3,29427310,EBIO,EPOCH PHARMACEUTICALS INC,EBIO,A,R,12444,2835,29427310,,,,,
12576,3/28/2013,,3,29429D10,EPOC,EPOCRATES INC,EPOC,A,R,53676,9999,29429D10,233,,,,52766
75738,11/30/1990,,3,29427610,EPLN,EPOLIN INC,EPLN,A,R,10155,2860,29427610,,,,,
77837,2/28/2001,,3,29434810,EPRE,EPRESENCE INC,EPRE,A,R,11655,7372,29434810,,,,,
87765,4/28/2000,,3,29435210,EPRS,EPRISE CORP,EPRS,A,R,18460,7370,29435210,,,,,
33233,12/31/1975,,3,29435310,EPSC,EPSCO INC,,A,R,1565,3662,29435310,,,,,
33241,3/30/1984,,3,29437010,EPSI,EPSILON DATA MANAGEMENT INC,EPSI,A,R,6789,7370,29437010,,,,,
88869,6/28/2013,,1,29390Q10,EQU,EQUAL ENERGY LTD,EQU,A,R,41161,1311,29390Q10,,,,,
85649,9/30/1998,,2,29439810,EBI,EQUALITY BANCORP INC,,A,R,32179,6022,29439810,,,,,
81485,10/29/1999,,3,29440810,ENET,EQUALNET COMMUNICATIONS CORP,ENETC,A,R,13607,4810,29440810,,,,,
81485,9/30/1997,,3,29440810,ENET,EQUALNET HOLDING CORP,ENET,A,R,13607,4810,29440810,,,,,
86224,4/30/2003,,1,29440910,ENT,EQUANT N V,ENT,A,R,34831,4899,29440910,,,,,
33260,10/31/1984,,3,29441010,EQUA,EQUATORIAL COMMUNICATIONS CO,EQUA,A,R,6371,3660,29441010,,,,,
33268,12/30/1983,10/14/1984,3,29441510,EQCA,EQUESTRIAN CENTERS AMERICA INC,EQCA,A,R,2729,6159,29441510,,,,,
78967,8/31/1994,,3,29442210,EQCC,EQUICREDIT CORP,EQCC,A,R,11994,6160,29442210,,,,,
88851,10/31/2001,,2,29442R10,IJX,EQUIDYNE CORP,,A,R,41079,3353,14916A10,,,,,
52476,12/31/1997,,1,29442910,EFX,EQUIFAX INC,,A,R,20659,7323,29442910,,,,,
75035,9/30/2003,,2,29442V10,II,EQUIFIN INC,II,A,R,8939,3535,29442V10,,,,,
67643,4/28/1978,,3,29443110,MACQ,EQUILINK CORP,,A,R,2744,3949,55443010,,,,,
52863,2/28/1977,,1,29443210,EQK,EQUIMARK CORP,,A,R,20660,6025,29443250,,,,,
79822,1/30/1998,,3,29398830,EQMD,EQUIMED INC,EQMD,A,R,12572,8090,29398830,,,,,
71862,11/29/1985,,3,29443G10,EQUS,EQUINE CORP,EQUS,A,R,5860,6799,68235B10,,,,,
33276,10/30/1981,10/31/1982,3,29443310,EQNT,EQUINETICS INC,,A,R,5144,7948,29443310,,,,,
89617,8/29/2008,,3,29444U50,EQIX,EQUINIX INC,EQIX,A,R,38419,4813,29444U70,,,,,
11749,5/28/1993,,3,29443T10,EQXXF,EQUINOX RESOURCES LTD,EQXXF,A,R,9489,1040,29443T10,,,,,
33284,1/31/1986,,3,29443520,EQIX,EQUINOX SOLAR INC,EQIX,A,R,1568,3433,29443520,,,,,
79085,6/30/1993,,3,29443610,EQNX,EQUINOX SYSTEMS INC,EQNX,A,R,12085,3570,29443610,,,,,
87653,3/29/1985,,3,29443710,EQUI,EQUION CORP,EQUI,A,R,6885,3580,29443710,,,,,
33292,4/30/1981,,3,29443810,ECOA,EQUIPMENT COMPANY AMER,,A,R,1466,3530,29443810,,,,,
84367,1/31/1997,,2,29444K10,EQE,EQUISURE INC,,A,R,31825,6282,29444K10,,,,,
75824,9/30/1988,,3,29444140,EBNCB,EQUITABLE BANCORP,EBNCB,A,R,1457,6711,29444140,,,,,
80326,9/29/2000,,3,29444Q10,EQSB,EQUITABLE BANK MD,EQSB,A,R,12921,6035,29444Q10,,,,,
77815,7/31/1998,,1,29444G10,EQ,EQUITABLE COS INC,,A,R,29527,6311,00245110,,,,,
80326,7/31/1998,,3,29448710,EQSB,EQUITABLE FEDERAL SAVINGS BK MD,EQSB,A,R,12921,6035,29444Q10,,,,,
15509,9/30/2016,,3,29448T10,EQFN,EQUITABLE FINANCIAL CORP,EQFN,A,R,55354,9999,29448T10,,,,,
24328,6/30/1967,,1,,EQT,EQUITABLE GAS CO,,A,R,20662,1311,26884L10,,,,,
33313,7/30/1976,,3,29450110,EQGN,EQUITABLE GENERAL CORP,,A,R,1566,6711,29450110,,67,671,,
33321,3/31/1977,,3,29453110,EQIA,EQUITABLE LIFE INS CO IOWA,,A,R,1567,6311,29451030,,,,,
33313,5/31/1973,,3,29453310,EQUT,EQUITABLE LIFE INS CO WASH D C,,A,R,1566,6711,29450110,,,,,
51852,11/30/1978,,1,29454210,EQ,EQUITABLE LIFE MTG & RLTY INVS,,A,R,25209,6799,29454210,,,,,
33321,10/31/1995,,1,29451030,EIC,EQUITABLE OF IOWA COMPANIES,,A,R,1567,6311,29451030,,,,,
70594,3/31/1988,,1,29454710,EQM,EQUITABLE REAL ESTATE SHOPPING,,A,R,20661,6512,59837110,,,,,
24328,8/31/1990,,1,29454910,EQT,EQUITABLE RESOURCES INC,,A,R,20662,1311,26884L10,,,,,
33348,6/30/1977,,3,29456010,EQTB,EQUITABLE SAVINGS & LN ASSN OR,,A,R,1569,6123,29456010,,,,,
66536,7/31/1991,,1,29458810,EFG,EQUITEC FINANCIAL GROUP INC,,A,R,6277,6146,29458810,,,,,
33372,10/31/1984,,3,29459210,EQTX,EQUITEX INC,EQTX,A,R,5932,6790,29459240,,,,,
87661,8/30/1985,,3,29459610,EQIN,EQUITIES INTERNATIONAL LF IN COR,EQIN,A,R,7592,6310,29459610,,,,,
77676,5/31/1995,,3,29459910,ETRC,EQUITRAC CORP,ETRC,A,R,11575,7370,29459910,,,,,
75876,1/31/1991,,3,29460210,EQAU,EQUITY AU INC,EQAU,A,R,10236,1040,29460210,,,,,
15838,3/31/2017,,3,29460X10,EQBK,EQUITY BANCSHARES INC,EQBK,A,R,55480,9999,29460X10,,,,,
11602,12/31/1987,,3,29460310,EQBK,EQUITY BANK WETHERSFIELD CT,EQBK,A,R,9428,6020,29460310,,,,,
70703,8/31/2016,,1,29462810,EQC,EQUITY COMMONWEALTH,EQC,A,R,20894,6798,29462810,,,,,
76363,2/27/1998,,3,29463410,EQCS,EQUITY COMPRESSION SERVICES CORP,EQCS,A,R,10540,7359,67082710,,,,,
38041,9/30/1964,,2,,EQU,EQUITY CORP,,A,R,24282,3564,96289820,,,,,
80972,3/31/1998,,1,29464410,EQU,EQUITY CORP INTERNATIONAL,,A,R,13377,7261,29464410,,,,,
80972,10/31/1994,6/5/1997,3,29464410,ECII,EQUITY CORPORATION INTL,ECII,A,R,13377,7261,29464410,,,,,
33399,7/31/1973,,3,29465310,,EQUITY ENTERPRISES INC,,A,R,23920,7394,29465310,,,,,
11440,5/31/1988,8/31/1988,3,29465730,EQFI,EQUITY FINANCIAL GROUP INC,EQFI,A,R,9768,2750,29465730,,,,,
43991,7/31/1972,,1,29467710,EQF,EQUITY FUNDING CORP AMER,,A,R,24725,6722,29467710,,,,,
33401,6/30/1981,,3,29468310,EGLD,EQUITY GOLD INC,,A,R,1483,1041,29468310,,,,,
12163,12/30/1988,1/15/1990,3,29469410,EQGC,EQUITY GROWTH CORP,EQGC,A,R,10044,5070,29469410,,,,,
65912,9/29/2000,,2,29470070,ATF,EQUITY INC FD 1ST SER A T & T SH,,A,R,20663,6726,29470070,,,,,
80241,10/31/2007,,1,29470310,ENN,EQUITY INNS INC,ENN,A,R,12872,6798,29470310,233,,,,
78947,11/30/2006,,1,29472R10,ELS,EQUITY LIFESTYLE PROPERTIES INC,ELS,A,R,29758,6798,29472R10,,,,,
80239,12/31/1999,,3,29472410,EMAK,EQUITY MARKETING INC,EMAK,A,R,12816,5099,26861V10,,,,,
92037,7/31/2008,,3,29472510,EMDA,EQUITY MEDIA HOLDINGS CORP,EMDA,A,R,52289,4833,29472510,,,,,
51529,11/30/1973,,2,29473210,EN,EQUITY NATIONAL INDUSTRIES INC,,A,R,25188,6711,29473210,,,,,
85238,8/31/2001,,1,29474110,EOP,EQUITY OFFICE PROPERTIES TRUST,,A,R,32030,6798,29474110,,,,,
33420,4/30/2001,,3,29474910,EQTY,EQUITY OIL CO,EQTY,A,R,1570,1311,29474910,,,,,
86013,2/28/2001,,1,29475210,EQY,EQUITY ONE INC,,A,R,34742,6798,29475210,,,,,
79547,11/30/2017,,1,29476L10,EQR,EQUITY RESIDENTIAL,EQR,A,R,29940,6798,29476L10,,,,,
79547,12/31/1993,,1,29476L10,EQR,EQUITY RESIDENTIAL PROPERTIES TR,,A,R,29940,6798,29476L10,,,,,
89186,2/28/2003,,1,29477R10,XCT,EQUITY SECURITIES TRUST I,XCT,A,R,42280,6733,29477R10,,,,,
33495,10/31/1984,,3,29491810,EQSF,EQUITY STRATEGIES FD INC,EQSF,A,R,5314,6720,29491810,,,,,
69964,3/31/1988,,2,29476F10,EGS,EQUITYGUARD STOCK FUND INC,,A,R,25842,,29476F10,,,,,
85821,12/31/1993,,3,29476H40,EQUI,EQUIVEST FINANCE INC,EQUI,A,R,10994,6150,29476H40,,,,,
68080,8/31/1992,,2,29476J10,EVI,EQUIVEST INC,,A,R,21496,6798,29476J10,,,,,
79822,6/30/1994,,3,29492810,EQVN,EQUIVISION INC,EQVN,A,R,12572,8090,29398830,,,,,
81247,4/30/1998,,3,29492910,EQUUS,EQUUS GAMING CO L P,EQUUS,A,R,13546,7948,29492910,,,,,
77895,4/30/2004,,1,29476610,EQS,EQUUS II INC,EQS,A,R,29565,6726,29476610,,,,,
77894,9/30/1992,6/30/1993,2,29492610,EQI,EQUUS INVESTMENTS INC,,A,R,29566,6282,29492610,,,,,
77895,6/29/2007,,1,29476610,EQS,EQUUS TOTAL RETURN INC,EQS,A,R,29565,6726,29476610,,,,,
88926,12/31/2014,,2,29490B10,ERB,ERBA DIAGNOSTICS INC,ERB,A,R,41370,2834,29490B10,,,,,
65250,1/31/1985,,1,29480810,ERB,ERBAMONT N V,,A,R,25741,2834,29480810,,,,,
84559,5/31/2002,,3,29481V10,ERES,ERESEARCHTECHNOLOGY INC,ERES,A,R,15311,8734,29481V10,,,,,
83726,2/28/2001,1/1/2002,2,26883W10,RCG,ERESOURCE CAPITAL GROUP INC,,A,R,6750,7375,68275A20,,,,,
82695,3/31/1998,,3,29481E10,ERGO,ERGO SCIENCE CORP,ERGO,A,R,14230,2830,29481E10,,,,,
84421,12/31/1997,,3,29481R10,ERGB,ERGOBILT INC,ERGB,A,R,15304,2590,29481R10,,25,259,,
13373,12/31/2013,,3,29482P10,EAC,ERICKSON AIR CRANE INC,EAC,A,R,54059,9999,29482P10,,,,,
33436,7/31/1980,,3,29481510,ERCK,ERICKSON CORP,,A,R,1574,3599,29481510,,,,,
78334,6/29/1984,,3,29481810,ERGMF,ERICKSON GOLD MINES LTD,ERGMF,A,R,26209,1040,89190810,,10,104,,
13373,9/30/2014,,3,29482P10,EAC,ERICKSON INC,EAC,A,R,54059,9999,29482P10,,,,,
33452,11/30/2012,,3,29482160,ERIC,ERICSSON,ERIC,A,R,1577,3663,29482160,,,,,
33452,12/31/1986,,3,29482130,ERIC,ERICSSON L M TELEPHONE CO,ERICY,A,R,1577,3663,29482160,,,,,
31675,4/30/1963,,2,,EFS,ERIE FORGE & STL CORP,,A,R,23796,3316,29524510,,,,,
82486,5/28/2004,,3,29530P10,ERIE,ERIE INDEMNITY CO,ERIE,A,R,14013,6410,29530P10,,,,,
33516,10/31/1991,,3,29534910,ERIE,ERIE LACKAWANNA INC,ERIE,A,R,6063,7380,29534910,,,,,
11834,6/29/1962,,1,,,ERIE LACKAWANNA RR CO,,A,R,22307,4011,29535310,,,,,
11834,5/28/1965,,1,,E,ERIE LACKAWANNA RY CO,,A,R,22307,4011,29535310,,,,,
33524,9/30/1974,,3,29558710,,ERIE TECHNOLOGICAL PRODS INC,,A,R,23931,3679,29558710,,,,,
93106,4/30/2015,12/29/2017,2,29562510,ERN,ERIN ENERGY CORP,ERN,A,R,53269,1381,29562510,,,,,
48952,12/30/1977,,2,29589320,ERN,ERNST E C INC,,A,R,25037,1731,29589320,,,,,
80930,4/28/1995,,3,29586610,ERNS,ERNST HOME CENTER INC,ERNS,A,R,13326,5250,29586610,,,,,
31683,1/31/1980,,2,29601110,ERO,ERO INDUSTRIES INC,,A,R,23798,2392,29601110,,,,,
31683,10/30/1964,,2,,ERO,ERO MANUFACTURING CO,,A,R,23798,2392,29601110,,,,,
88520,10/31/2001,,3,29601610,ERMS,EROOMSYSTEM TECHNOLOGIES INC,ERMS,A,R,38420,3610,29601610,,,,,
14299,2/28/2014,,1,G3788M11,EROS,EROS INTERNATIONAL PLC,EROS,A,R,54643,7822,G3788M11,,,,,
78822,6/30/1997,,3,29602210,EROX,EROX CORP,EROX,A,R,11913,2840,44485Q20,,,,,
17110,11/30/2017,12/29/2017,3,29604W10,ERYP,ERYTECH PHARMA S A,ERYP,A,R,56154,9999,29604W10,,,,,
87628,11/30/2000,,3,29605M10,SFTY,ESAFETYWORLD INC,SFTY,A,R,18011,7380,29605M10,,,,,
76346,3/31/1992,,3,29605210,ESAR,ESARCO INTERNATIONAL INC,ESAR,A,R,10623,3620,29605230,,,,,
85545,12/31/1998,,3,26883Y10,ESATY,ESAT TELECOM GROUP PLC,ESATY,A,R,15814,4810,26883Y10,,,,,
71888,12/31/1987,,2,29605310,ESN,ESCAGEN CORP,,A,R,20665,2874,29605310,,,,,
71888,9/28/1990,,2,29605310,ESN,ESCAGENETICS CORP,,A,R,20665,2874,29605310,,,,,
79167,5/31/2006,,3,29605W10,ESCL,ESCALA GROUP INC,ESCL,A,R,12142,7380,29605W10,,,,,
33532,11/30/2000,,3,29605610,ESCA,ESCALADE INC,ESCA,A,R,1582,3949,29605610,,,,,
30593,6/30/2014,,3,29606410,ESCR,ESCALERA RESOURCES CO,ESCR,A,R,1260,1380,29606410,,,,,
77892,6/30/2005,,3,29607430,ESMC,ESCALON MEDICAL CORP,ESMC,A,R,11697,3840,29607430,,,,,
90861,3/31/2006,,3,29629010,ESCH,ESCHELON TELECOM INC,ESCH,A,R,47208,4813,29629010,,,,,
79827,11/30/2001,,3,29642610,ESNJ,ESENJAY EXPLORATION INC,ESNJ,A,R,12568,1310,29642610,,,,,
