permno,date,nameendt,exchcd,ncusip,ticker,comnam,tsymbol,trdstat,secstat,permco,hsiccd,cusip,dlstcd,hsicmg,hsicig,acperm,accomp
81745,11/30/1972,,,,,,,,,5017,3825,94402010,,,,,
92314,5/29/2009,,3,M9893910,SMLC,012 SMILE COMMUNICATIONS LTD,SMLC,A,R,52782,4899,M1562910,,48,489,,
83546,12/31/2001,,3,68231A10,ATTY,1 800 ATTORNEY INC,ATTY,A,R,14637,2741,68231A20,,,,,
85814,8/31/2007,,3,68197710,CTAC,1 800 CONTACTS INC,CTAC,A,R,15959,5961,68197710,,,,,
87162,9/30/2004,,3,68243Q10,FLWS,1 800 FLOWERS COM INC,FLWS,A,R,16695,5990,68243Q10,,,,,
59636,4/30/1984,,3,68241010,SPUD,1 POTATO 2 INC,SPUD,A,R,6134,5812,68241010,,,,,
77594,1/31/1979,,3,90119110,TTFC,1225 MAPLE CORP,,A,R,4588,3944,90119110,,,,,
14877,12/31/2014,,3,68245V10,TFSC,1347 CAPITAL CORP,TFSC,A,R,54976,9999,53263P10,,,,,
14607,1/30/2015,,3,68244P10,PIH,1347 PROPERTY INSURANCE HLDS INC,PIH,A,R,54828,9999,68244P10,,,,,
71862,3/31/2017,12/29/2017,3,68235B10,TURN,180 DEGREE CAPITAL CORP,TURN,A,R,5860,6799,68235B10,,,,,
54228,10/31/1989,,1,28252010,BDF,1838 BOND DEBENTURE TRADING FUND,,A,R,20601,6726,45781W10,,,,,
75974,12/31/1993,,3,31867L10,FBCV,1ST BANCORP,FBCV,A,R,10281,6710,31867L10,,,,,
83372,8/29/1997,,3,31891510,FBER,1ST BERGEN BANCORP,FBER,A,R,14488,6710,31891510,,,,,
92870,7/31/2013,,3,31943X10,FCTY,1ST CENTURY BANKSHARES INC,FCTY,A,R,53112,6021,31943X10,,,,,
89270,11/29/2002,,3,31986N10,FCCY,1ST CONSTITUTION BANCORP,FCCY,A,R,42541,6022,31986N10,,,,,
82497,7/31/2007,,3,32053S10,FIFG,1ST INDEPENDENCE FNL GROUP INC,FIFG,A,R,14019,6030,32053S10,,,,,
76920,11/30/1993,,3,33564430,FNAT,1ST NATIONAL FILM CORP,FNAT,A,R,11051,7820,32094010,,,,,
92525,1/29/2010,,3,33589410,FPBN,1ST PACIFIC BANCORP CA,FPBN,A,R,52921,6022,33589410,,,,,
36346,1/31/1986,,3,33690110,SRCE,1ST SOURCE CORP,SRCE,A,R,6281,6020,33690110,,,,,
86826,7/30/1999,6/9/2004,3,33645S10,FSBC,1ST STATE BANCORP INC,FSBC,A,R,16491,6020,33645S10,,,,,
77891,8/31/1993,,3,33740710,FUBC,1ST UNITED BANCORP,FUBC,A,R,11698,6710,33740710,,,,,
93040,8/31/2010,,3,33740N10,FUBC,1ST UNITED BANCORP INC,FUBC,A,R,53220,6022,33740N10,,,,,
11321,6/28/1996,,3,33690910,WFSB,1ST WASHINGTON BANCORP INC,WFSB,A,R,9171,6710,33690910,,,,,
80162,9/29/1995,,3,90206510,TWOI,2 I INC,TWOI,A,R,12787,3320,90206510,,,,,
14554,10/31/2016,,3,90214J10,TWOU,2 U INC,TWOU,A,R,54796,9999,90214J10,,,,,
78807,10/29/1993,,1,90210610,TTR,2002 TARGET TERM TRUST INC,,A,R,29733,6726,90210610,,,,,
77658,8/31/1987,,3,90206410,TOOT,202 DATA SYS INC,TOOT,A,R,6070,7372,90206410,,,,,
92507,8/31/2009,,2,90212G10,TTY,2020 CHINACAP ACQUIRCO INC,TTY,A,R,52850,6799,G3233510,,,,,
78381,2/29/1984,,3,90120010,TWTHF,20TH CENTURY ENERGY CORP,TWTHF,A,R,4607,1310,90120010,,,,,
10119,3/31/1993,,1,90127220,TW,20TH CENTURY INDUSTRIES,,A,R,8064,6331,90130N10,,,,,
10119,4/28/1989,,3,90127220,TWEN,20TH CENTURY INDUSTRIES CA,TWEN,A,R,8064,6331,90130N10,,,,,
77650,10/31/1983,,3,90190110,TWFR,21ST CENTURY DISTRIBUTION CORP,TWFR,A,R,10406,7820,13775710,,,,,
75981,4/30/1990,,3,90131B10,TFFC,21ST CENTURY FILMS CORP,TFFC,A,R,10293,7810,90131B10,,,,,
86435,3/31/2006,,3,90136Q10,TCHC,21ST CENTURY HOLDING CO,TCHC,A,R,16310,6331,31422T10,,,,,
10119,2/28/2005,,1,90130N10,TW,21ST CENTURY INSURANCE GROUP,TW,A,R,8064,6331,90130N10,,,,,
77615,10/31/1985,,3,90131010,TROB,21ST CENTURY ROBOTICS,TROB,A,R,6423,3577,76126920,,,,,
12699,6/29/2012,,3,90138A10,VNET,21VIANET GROUP INC,VNET,A,R,53732,9999,90138A10,,,,,
14523,8/31/2017,,2,90137F10,XXII,22ND CENTURY GROUP INC,XXII,A,R,54774,8731,90137F10,,,,,
86338,3/30/2001,,3,90131410,TFSM,24 7 MEDIA INC,TFSM,A,R,16264,7310,90131420,,,,,
86338,2/28/2005,,3,90131420,TFSM,24 7 REAL MEDIA INC,TFSM,A,R,16264,7310,90131420,,,,,
77513,8/31/1993,,3,88553J10,TCCC,3 C I COMPLETE COMPLIANCE CORP,TCCC,A,R,11462,4210,88553J10,,,,,
83172,8/30/1996,,3,88553V10,TDGO,3 D GEOPHYSICAL INC,TDGO,A,R,14341,1380,88553V10,,,,,
78664,6/30/2003,,3,88554D20,TDSC,3 D SYSTEMS CORP DEL,TDSCE,A,R,26127,7372,88554D20,,,,,
78664,3/31/1988,8/15/1993,3,88554E10,TDSSF,3 D SYSTEMS INC,TDSSF,A,R,26127,7372,88554D20,,,,,
88514,11/30/2000,,3,88554W10,DDDP,3 DIMENSIONAL PHARMACEUTICALS IN,DDDP,A,R,38415,2834,88554W10,,,,,
82264,8/30/2002,,3,88575R30,TTEN,3 T E C ENERGY CORP,TTEN,A,R,14001,1310,88575R30,,,,,
10346,7/31/1986,,3,88558510,FUTR,312 FUTURES INC,FUTR,A,R,8270,6220,44951820,,,,,
82862,10/31/1996,,1,88557110,XO,360 COMMUNICATIONS CO,,A,R,31587,4813,88557110,,,,,
88201,9/29/2000,,3,88575T20,TSIX,360NETWORKS INC,TSIX,A,R,37193,4813,88575T20,,,,,
27634,11/30/1989,,3,88553K10,CCCI,3CI INC,CCCI,A,R,790,7372,21850910,,,,,
76129,7/30/1993,,3,88553510,COMS,3COM CORP,COMS,A,R,6934,3674,88553510,,,,,
84266,11/28/1997,,3,G8846W10,TDDDF,3D LABS INC LTD,TDDDF,A,R,15160,3670,G8846W10,,,,,
79197,11/30/1999,,3,88553W10,THDO,3D0 CO THE,THDO,A,R,12118,7372,88553W20,,,,,
85046,1/29/1999,,3,88553X10,TDFX,3DFX INTERACTIVE INC,TDFX,A,R,15548,3670,88553X10,,,,,
79197,5/30/2003,,3,88553W20,THDO,3DO CO THE,THDO,A,R,12118,7372,88553W20,,,,,
87048,11/30/1999,,2,88579310,THD,3DSHOPPING COM,,A,R,35188,7389,88579310,,,,,
84337,3/31/1997,,3,88554G10,TDXT,3DX TECHNOLOGIES INC,TDXT,A,R,15252,1380,88554G10,,,,,
22592,12/30/2011,,1,88579Y10,MMM,3M CO,MMM,A,R,21205,5099,88579Y10,,,,,
77841,10/30/1992,,3,88579510,TNET,3NET SYSTEMS INC,TNET,A,R,11658,7370,88579510,,,,,
92424,5/30/2008,,4,88580F10,PAR,3PAR INC,PAR,A,R,52849,3572,88580F10,,,,,
91833,8/29/2008,,3,88575Y10,SSRX,3SBIO INC,SSRX,A,R,51820,2834,88575Y10,,,,,
83763,4/30/1998,,3,35104310,HHHH,4 HEALTH INC,HHHH,A,R,14814,3443,68212M10,,,,,
10092,5/28/2010,,1,35086510,KDE,4 KIDS ENTERTAINMENT INC,KDE,A,R,8035,7922,35086510,560,79,792,,
86221,3/31/2005,,1,34973910,CFD,40 86 STRATEGIC INCOME FUND,CFD,A,R,34826,6726,11272P10,,,,,
82804,7/31/1997,,3,35104210,FFST,4FRONT SOFTWARE INTL INC,FFST,A,R,27601,7376,35104210,,,,,
82804,8/31/2000,10/17/2000,3,35104210,FFTI,4FRONT TECHNOLOGIES INC,FFTI,A,R,27601,7376,35104210,,,,,
10041,8/29/1986,,3,35084910,GGGG,4G DATA SYSTEMS INC,GGGG,A,R,7989,7370,35084910,,,,,
78140,12/31/1993,,3,M4656T10,DDDDF,4TH DIMENSION SOFTWARE LTD,DDDDF,A,R,11736,7370,M7429510,,,,,
82834,3/30/2001,,3,33828310,FIVE,5 B TECHNOLOGIES CORP,FIVE,A,R,14297,7363,33828310,,,,,
70421,12/30/1994,,3,31681110,FOFF,50 OFF STORES INC,FOFF,A,R,7133,5311,31681110,,,,,
14280,9/30/2016,,1,33829R10,WBAI,500 COM LTD,WBAI,A,R,54630,7999,33829R10,,,,,
90361,5/31/2012,,3,31682710,JOBS,51JOB INC,JOBS,A,R,45562,7361,31682710,,73,736,,
36645,10/31/1979,,3,33828710,FSIX,564 SOUTHERN BOULEVARD INC,,A,R,1850,5411,33828710,,,,,
12883,6/30/2011,10/30/2011,3,31681610,CRMB,57TH STREET GENERAL ACQUIS CORP,CRMB,A,R,53819,9999,22880310,,99,999,,
14209,3/31/2015,,1,31680Q10,WUBA,58 COM INC,WUBA,A,R,54582,4813,31680Q10,,48,481,,
81643,11/30/2000,,3,31670010,FAVE,5TH AVENUE CHANNEL CORP,FAVE,A,R,13704,4840,31670010,,48,484,,
12485,3/31/2015,,3,83002F10,SIXD,6D GLOBAL TECHNOLOGIES INC,SIXD,A,R,53627,1090,83002F10,,,,,
93118,8/31/2012,,1,81783J10,SVN,7 DAYS GROUP HOLDINGS LTD,SVN,A,R,53273,7011,81783J10,,,,,
77015,4/30/2001,,1,81782620,SE,7 ELEVEN INC,,A,R,25434,5411,81782620,,,,,
87569,9/29/2000,,3,81788Q10,SVNX,724 SOLUTIONS INC,SVNX,A,R,17869,7370,81788Q20,,,,,
81008,4/28/1995,,3,81791610,SEVL,7TH LEVEL INC,SEVL,A,R,13382,8299,52200210,,,,,
85016,2/26/1999,,3,28249110,JRJR,800 JR CIGAR INC,JRJR,A,R,15550,5190,28249110,,,,,
85733,6/30/1998,,3,28250610,IFLY,800 TRAVEL SYSTEMS INC,IFLY,A,R,15923,4720,28250610,,,,,
15415,6/30/2017,,3,28253910,CAFD,8POINT3 ENERGY PARTNERS LP,CAFD,A,R,55301,9999,28253910,,,,,
85177,2/29/2000,,3,28291210,EGHT,8X8 INC,EGHT,A,R,15567,4813,28291410,,,,,
85177,3/30/2007,,3,28291410,EGHT,8X8 INC NEW,EGHT,A,R,15567,4813,28291410,,48,481,,
83452,12/30/2005,,1,65440K10,NDN,99 CENTS ONLY STORES,NDN,A,R,31636,5331,65440K10,,,,,
78736,12/31/1993,,3,00002110,ANAFF,A & A FOODS LTD,ANAFF,A,R,29189,5140,00002130,,,,,
78736,8/29/1997,8/18/1997,3,00002130,ANAFF,A & A INTERNATIONAL IND INC,ANAFD,A,R,29189,5140,00002130,552,,,,
25881,4/30/1975,,2,00003210,AE,A & E PLASTIK PAK INC,,A,R,23369,3079,00003210,,,,,
10015,4/30/1985,,3,00016510,AMFD,A & M FOOD SERVICES INC,AMFD,A,R,6398,5812,00016510,,,,,
11307,2/28/1989,,3,00020910,SODA,A & W BRANDS INC,SODA,A,R,9160,2080,00020910,,,,,
61057,2/28/1974,,3,00185010,ATKZ,A 1 KOTZIN CO,,A,R,4499,2327,88882410,,,,,
14945,5/31/2016,,1,00030710,AAC,A A C HOLDINGS INC,AAC,A,R,55038,6799,00030710,,,,,
10023,2/28/1973,,3,00035210,,A A I CORP,,A,R,22159,8911,00035210,,,,,
10031,2/28/1989,,3,00035410,ANTQ,A A IMPORTING INC,ANTQ,A,R,6672,5020,00035410,,,,,
54594,12/31/2003,,1,00036110,AIR,A A R CORP,AIR,A,R,20000,3724,00036110,,,,,
47183,7/31/1979,,2,00036810,AAV,A A V COMPANIES,,A,R,21777,2844,89412010,,,,,
61903,9/28/1979,,3,00037010,ABAI,A B A INDUSTRIES INC,,A,R,11,3728,00037010,,,,,
15238,5/29/1998,,3,00256Q10,ABBBY,A B B AB,ABBBY,A,R,6285,3610,00256Q10,,,,,
88953,3/31/2014,,1,00037520,ABB,A B B LTD,ABB,A,R,41444,3612,00037520,,,,,
80498,8/29/1997,,3,00040010,ABCB,A B C BANCORP,ABCB,A,R,13092,6020,03076K10,,,,,
25101,4/28/1967,,1,,ABC,A B C CONS CORP,,A,R,23311,5812,00099090,,,,,
91783,9/30/1997,,3,00057310,ABCC,A B C DISPENSING TECHS INC,ABCC,A,R,7252,3570,00057310,,,,,
10050,7/31/1978,,3,00074210,ABCC,A B C INVESTMENT CO,,A,R,13,3448,00074210,,,,,
79932,11/30/1999,,3,00075210,ABCR,A B C N A C O INC,ABCR,A,R,12673,3740,00075210,,,,,
79932,1/31/1996,,3,00075210,ABCR,A B C RAIL PRODUCTS CORP,ABCR,A,R,12673,3740,00075210,,,,,
25101,11/29/1963,,1,,ABC,A B C VENDING CORP,,A,R,23311,5812,00099090,,,,,
76289,4/30/1990,10/22/1990,3,00076910,AGBG,A B HOLDING GROUP INC,AGBG,A,R,10569,3520,00107710,,,,,
75000,12/31/1987,,2,00077110,AB,A B I AMERICAN BUSINESSPHONES,,A,R,7360,1731,00077110,,,,,
10058,8/29/1975,,3,00077410,ABKC,A B K C O INDUSTRIES INC,,A,R,20,5099,00077410,,,,,
75001,9/29/1989,,2,00077610,AGO,A B M GOLD CORP,,A,R,20002,1041,66748F10,,,,,
47730,8/29/1997,,1,00095710,ABM,A B M INDUSTRIES INC,,A,R,20068,7349,00095710,,,,,
84766,2/28/2001,,1,00093710,ABN,A B N AMRO HOLDING N V,,A,R,31989,6099,00093710,,,,,
13996,8/31/1989,,3,00077P10,ABQC,A B Q CORP,ABQC,A,R,6551,6711,00077P10,,,,,
80499,7/31/1996,,3,00077R10,ABRX,A B R INFORMATION SERVICES INC,ABRX,A,R,13111,8090,00077R10,,,,,
10074,12/30/1988,,3,00078110,ABSI,A B S INDUSTRIES INC,ABSI,A,R,5271,3460,00078110,,,,,
79245,7/31/1998,,3,00078210,ABTC,A B T BUILDING PRODUCTS CORP,ABTC,A,R,12243,2430,00078210,,24,243,,
83836,10/31/1996,,3,00098010,ABTG,A B T GLOBAL PHARM CORP,ABTG,A,R,14908,2830,71695010,,,,,
86828,11/30/2000,,3,00078810,ABWG,A B WATLEY GROUP INC,ABWG,A,R,16482,6210,00078810,,,,,
90716,3/30/2007,,3,00080S10,ABXA,A B X AIR INC,ABXA,A,R,46701,4513,00922R10,,,,,
90716,4/30/2008,,3,00080S10,ABXA,A B X HOLDINGS INC,ABXA,A,R,46701,4513,00922R10,,,,,
91561,12/31/2007,,1,00083310,ACA,A C A CAPITAL HOLDINGS INC,ACA,A,R,51407,6351,00083310,560,,,,
83465,11/29/1996,,3,00079H10,ACCI,A C C CONSUMER FINANCE CORP,ACCI,A,R,14636,6140,00079H10,,,,,
85017,11/30/1990,,3,00079410,ACCC,A C C CORP,ACCC,A,R,7930,4810,00079410,,,,,
90825,1/30/2015,,1,00081T10,ACCO,A C C O BRANDS CORP,ACCO,A,R,47179,3489,00081T10,,,,,
10006,2/29/1968,,1,00080010,ACF,A C F INDUSTRIES INC,,A,R,22156,3743,00080010,,,,,
67125,10/31/1986,,2,00086510,ACF,A C I HOLDINGS INC,,A,R,6325,4511,00086510,,,,,
84043,11/29/1996,,3,00098110,ACIT,A C I TELECENTRICS INC,ACIT,A,R,15059,7380,00098110,,,,,
81282,9/30/2014,,3,00449810,ACIW,A C I WORLDWIDE INC,ACIW,A,R,13587,7372,00449810,,,,,
16281,8/31/2017,,3,H0026310,ACIU,A C IMMUNE SA,ACIU,A,R,55689,9999,H0026310,,,,,
86146,9/28/2001,,1,M0176410,ASW,A C L N LIMITED,,A,R,16183,4789,M0176410,,,,,
75105,12/31/1997,,1,00091210,ACG,A C M GOVERNMENT INCOME FUND INC,,A,R,20003,6726,01881E10,,,,,
75245,5/31/1988,,1,00091410,GSF,A C M GOVERNMENT SECURITIES FUND,,A,R,20004,6723,00091410,,,,,
75323,12/31/1992,,1,00091810,AOF,A C M GOVT OPPORTUNITY FD INC,,A,R,20006,6726,00091810,,,,,
75277,1/31/2000,,1,00091710,SI,A C M GOVT SPECTRUM FD INC,,A,R,20005,6726,00091710,,,,,
75105,7/29/2005,,1,00091210,ACG,A C M INCOME FUND INC,ACG,A,R,20003,6726,01881E10,,,,,
79765,10/29/1993,1/1/2002,1,00094910,ADF,A C M MANAGED DOLLAR INCM FD INC,,A,R,29989,6726,00094910,,,,,
75376,1/31/1994,,1,00091910,AMF,A C M MANAGED INCOME FD INC,,A,R,21961,6726,00091910,,,,,
75934,6/28/1991,,1,00092810,MMF,A C M MANAGED MULTI MARKET TRUST,,A,R,22146,6726,00092810,,,,,
79132,8/30/1996,,1,00094210,AMU,A C M MUNICIPAL SECS INC FD INC,,A,R,29804,6726,00094210,,,,,
17045,12/29/2017,,3,00108J10,ACMR,A C M RESEARCH INC,ACMR,A,R,56128,9999,00108J10,100,,,,
12480,7/31/2014,,3,00086810,ACNB,A C N B CORP,ACNB,A,R,53624,6022,00086810,,,,,
75985,3/31/1992,,3,00093110,ACOI,A C O I INC,ACOI,A,R,10299,6331,40624Q20,,,,,
76276,8/31/2006,,2,00087B10,BRR,A C R GROUP INC,BRR,A,R,5817,5075,00087B10,,50,507,,
85350,2/29/2000,,3,M0177010,ACSEF,A C S ELECTRONICS LTD,ACSEF,A,R,15714,3625,M0177310,,,,,
10082,6/30/1992,,0,00087210,,A C S ENTERPRISE INC,,X,X,5793,4840,00087230,,,,,
10082,7/31/1995,,3,00087230,ACSE,A C S ENTERPRISES,ACSE,A,R,5793,4840,00087230,,,,,
10103,8/31/1981,,3,00087410,ACSC,A C S INDUSTRIES INC,,A,R,52,3310,00087410,,,,,
85350,6/30/2008,,3,M0177310,ACSEF,A C S MOTION CONTROL LTD,ACSEF,A,R,15714,3625,M0177310,,36,362,,
11224,11/30/1987,,3,00090810,ACSY,A C S SYSTEMS INC,ACSY,A,R,9076,7370,00090810,,73,737,,
85350,8/31/2005,,3,M0177310,ACSEF,A C S TECH 80 LTD,ACSEF,A,R,15714,3625,M0177310,,,,,
81470,11/30/1999,,3,00097310,ACTM,A C T MANUFACTURING INC,ACTM,A,R,13638,3670,00097310,,,,,
81599,5/31/2000,,3,00097510,ANET,A C T NETWORKS INC,ANET,A,R,13703,3660,00097510,,,,,
83347,3/31/2004,,3,00095510,ACTT,A C T TELECONFERENCING INC,ACTT,A,R,14421,7380,00095510,,,,,
76290,4/30/2001,,3,00088E10,IATV,A C T V INC,IATV,A,R,10587,3660,00088E10,,,,,
85017,10/31/1986,,3,00090510,ACCC,A C TELECONNECT CORP,ACCC,A,R,7930,4810,00079410,,,,,
78117,6/30/1999,,1,00512310,ACX,A C X TECHNOLOGIES INC,,A,R,11838,2631,38869010,,,,,
85320,10/31/2000,,3,00088110,TACX,A CONSULTING TEAM INC,TACX,A,R,15641,7379,42327L20,,,,,
10111,1/31/1973,,3,00088410,,A D A FINANCIAL SERVICE CORP,,A,R,22166,6411,00088410,,,,,
82544,8/31/2007,,3,00088U10,ADAM,A D A M INC,ADAM,A,R,14114,2731,00088U10,,27,273,,
82544,2/27/1998,,3,00088F10,ADAM,A D A M SOFTWARE INC,ADAM,A,R,14114,2731,00088U10,,,,,
61487,7/30/1976,,3,00531010,ADAR,A D A RESOURCES INC,,A,R,59,5172,00635130,,51,517,,
86817,8/30/2002,,3,00088N10,ADBI,A D B SYSTEMS INTERNATIONAL INC,ADBI,A,R,16481,7372,00088N10,552,,,,
81238,11/30/1995,,3,00088510,ADCO,A D C O TECHNOLOGIES INC,ADCO,A,R,13571,2890,00088510,,,,,
50906,5/31/1995,,3,00088610,ADCT,A D C TELECOMMUNICATIONS INC,ADCT,A,R,2902,3661,00088630,,,,,
82467,6/29/2001,,3,00089C10,ADEX,A D E CORP MASS,ADEX,A,R,14062,3820,00089C10,,,,,
39319,9/30/1963,1/3/1964,2,,ADG,A D G LIQUIDATING CORP,,A,R,24379,6799,00099190,,,,,
66405,6/30/1986,,2,00089310,ADE,A D I ELECTRONICS INC,,A,R,5204,3679,00089310,,,,,
55378,11/30/1984,,3,00089610,ADND,A D M INDUSTRIES INC,ADND,A,R,70,7390,82283610,,,,,
76291,12/31/1993,,3,00100410,ADMT,A D M TRONICS UNLIMITED,ADMT,A,R,10683,2810,00100410,,,,,
10353,3/31/2011,,0,00101B10,,A D P T CORP,,X,X,8275,3570,85812220,,,,,
13567,7/31/2013,,1,00101J10,ADT,A D T CORP,ADT,A,R,54174,7381,00101J10,,,,,
49269,5/29/1987,,1,00100710,ADT,A D T INC,,A,R,25056,3679,00100710,,,,,
11968,4/30/1990,,3,00091520,ADTL,A D T LTD,ADTLY,A,R,9947,1799,00091520,,,,,
10146,4/30/1986,4/26/1988,3,00101510,AECE,A E C INC,AECE,A,R,314,3580,00101510,,,,,
91975,1/31/2017,,1,00766T10,ACM,A E C O M,ACM,A,R,52247,8711,00766T10,,,,,
91975,10/31/2014,,1,00766T10,ACM,A E C O M TECHNOLOGY CORP,ACM,A,R,52247,8711,00766T10,,,,,
10154,9/30/1993,,3,00103010,AELNA,A E L INDUSTRIES INC,AELNA,A,R,81,3662,00103010,,,,,
10025,6/28/1991,,3,00103110,AEPI,A E P INDUSTRIES INC,AEPI,A,R,7975,3081,00103110,,,,,
79367,6/28/1996,,3,00094410,AERN,A E R ENERGY RES INC,AERN,A,R,12252,3690,00094410,,,,,
80228,2/28/1995,,3,G0109610,CHGNF,A E S CHINA GENERATING LTD,CHGNF,A,R,12875,4910,G0109610,,,,,
76712,7/30/2010,,1,00130H10,AES,A E S CORP,AES,A,R,10996,4911,00130H10,,,,,
84509,11/29/2002,,3,00104G10,AESP,A E S P INC,AESP,A,R,15335,3577,00104G10,,,,,
10162,2/28/1975,,3,00103210,AEST,A E S TECHNOLOGY SYSTEMS INC,,A,R,88,3573,00103210,,,,,
89580,9/30/2004,,2,00104H10,RIF,A E W REAL ESTATE INCOME FD,RIF,A,R,43695,3559,00104H10,,,,,
10189,9/28/1973,,3,00103810,AFAP,A F A PROTECTIVE SYSTEMS INC,,A,R,93,7393,00103810,,,,,
79934,12/31/1997,,3,00095010,AFCX,A F C CABLE SYSTEMS INC,AFCX,A,R,12690,3350,00095010,,,,,
88940,12/31/2003,,0,00104Q10,,A F C ENTERPRISES INC,,X,X,41384,5812,73287210,,,,,
10197,1/31/1973,,3,00105210,,A F C O A,,A,R,22172,3573,00105210,,,,,
68806,1/31/1986,,3,00105410,AFGN,A F G INDUSTRIES INC,AFGN,A,R,100,3211,00105410,,,,,
81239,12/29/1995,,3,00094610,AFGL,A F G L INTERNATIONAL INC,AFGL,A,R,13570,7363,42210110,,,,,
11575,12/30/1988,,3,00105710,AMFN,A F N INC,AMFN,A,R,9401,7370,00105720,,,,,
10218,6/28/1985,,3,00105810,AFPC,A F P IMAGING CORP,AFPC,A,R,109,3860,00105810,,,,,
84048,2/28/1997,,3,00106110,AFED,A F S A L A BANCORP INC,AFED,A,R,14999,6710,00106110,,,,,
63829,6/30/2015,,2,00108M10,WGA,A G & E HOLDINGS INC,WGA,A,R,4897,3679,00108M10,,,,,
93074,9/30/2010,,3,00836810,AGAM,A G A MEDICAL HOLDINGS INC,AGAM,A,R,53243,9999,00836810,,,,,
77725,12/31/1993,,3,00093810,AROYF,A G ARMENO MINES & MINERALS INC,AROYF,A,R,9775,1040,00093810,,,,,
81597,1/31/1997,,3,00107310,AGAI,A G ASSOCIATES INC,AGAI,A,R,13727,3550,00107310,,,,,
76002,7/31/1990,,3,00107510,AGAWA,A G AUTOMOTIVE WAREHOUSES INC,AGAWA,A,R,10325,5530,00107510,,,,,
76289,11/30/1993,,3,00107710,AGBG,A G BAG INTERNATIONAL LTD,AGBG,A,R,10569,3520,00107710,,,,,
10226,2/28/1973,,3,00108010,,A G C INDUSTRIES INC,,A,R,22175,2514,00108010,,,,,
77520,8/29/2003,,1,00108410,AG,A G C O CORP,AG,A,R,11473,3523,00108410,,,,,
89784,3/30/2012,,1,00119110,NCZ,A G I C CONVERTIBLE & INC FD II,NCZ,A,R,44187,6726,01882510,,,,,
89707,4/29/2011,,1,00119010,NCV,A G I C CONVERTIBLE & INCOME FD,NCV,A,R,43985,6726,01882810,,,,,
91757,4/30/2012,,1,00119P10,NIE,A G I C EQUITY & CONV INCOME FD,NIE,A,R,51794,6726,01882910,,,,,
92275,8/31/2010,1/27/2013,1,00119R10,NGZ,A G I C GLBL EQTY & CONV INC FD,NGZ,A,R,52759,6726,01882W10,,,,,
90652,11/30/2010,,1,00119Q10,NAI,A G I C INTL & PREM STRATEGY FD,NAI,A,R,46548,6726,01882X10,,,,,
15553,11/30/2004,,1,00120410,ATG,A G L RESOURCES INC,ATG,A,R,116,4924,00120410,,,,,
10234,6/30/1978,,0,00122010,,A G M INDUSTRIES INC,,X,X,118,3469,00122010,,,,,
62666,12/29/1978,,3,00836510,AGMT,A G MET INC,,A,R,3865,3341,75865610,,,,,
12828,11/30/2015,,1,00122810,MITT,A G MORTGAGE INVESTMENT TR INC,MITT,A,R,53803,6798,00122810,,67,679,,
92680,12/30/2016,,3,00123Q10,AGNC,A G N C INVESTMENT CORP,AGNC,A,R,53021,9999,00123Q10,,,,,
77983,3/31/1995,,3,00123010,AGPC,A G P & CO INC,AGPC,A,R,11742,3080,00123010,,,,,
77983,10/30/1992,11/8/1992,3,00123020,AGPC,A G P AND COMPANY INC,AGPCD,A,R,11742,3080,00123010,,,,,
66755,6/30/1988,,1,00124010,AGS,A G S COMPUTERS INC,,A,R,5542,7372,00124010,,,,,
92528,6/30/2017,,1,00128210,AHC,A H BELO CORP,AHC,A,R,52924,2711,00128210,,,,,
82249,5/31/1996,,3,00129010,AHIS,A H I HEALTHCARE SYSTEMS INC,AHIS,A,R,14002,8090,00129010,,80,809,,
84595,12/29/2000,,3,00129610,AHLS,A H L SERVICES INC,AHLS,A,R,15411,7380,00129610,,,,,
12113,5/31/2006,,3,00130310,GLOV,A H P C HOLDINGS INC,GLOV,A,R,9994,8070,00130310,,,,,
84045,3/31/2000,,3,00130R10,AHTC,A H T CORP,AHTC,A,R,15013,7372,00130R10,,,,,
10269,6/29/1984,,3,00132010,AIAI,A I A INDUSTRIES INC,AIAI,A,R,6202,4511,00132010,,,,,
47351,5/28/1971,,2,00134810,APH,A I C PHOTO INC,,A,R,306,3861,00134810,,,,,
10277,3/31/1976,,3,00136010,AIDCA,A I D INC DE,,A,R,134,8051,00136010,,,,,
10029,3/31/1987,,3,00136610,AIFS,A I F S INC,AIFS,A,R,7979,8299,00136610,,,,,
28601,1/29/1971,,2,00141210,AIM,A I M COS INC,,A,R,23555,3334,00141210,,,,,
75464,4/28/1995,,2,00142G10,AST,A I M STRATEGIC INCOME FUND INC,,A,R,22025,6726,00142G10,,,,,
10285,5/28/1982,,3,00142310,AIMT,A I M TELEPHONES INC,,A,R,5148,1731,00142310,,,,,
10293,1/31/1985,,3,00142510,AINS,A I N LEASING CORP,AINS,A,R,6069,6790,00142510,,,,,
10306,1/31/1974,,3,00144410,AITS,A I T S INC,,A,R,145,7011,00144410,,,,,
10014,3/31/1967,,1,,AJ,A J INDUSTRIES INC,,A,R,22157,3714,00147610,,,,,
80303,6/28/1996,,1,00154710,AKS,A K STEEL HOLDING CORP,,A,R,12961,3312,00154710,,,,,
85033,5/28/1993,,2,00157530,ALC,A L C COMMUNICATIONS CORP,,A,R,5931,4813,00157530,,,,,
16052,5/31/2016,12/29/2017,3,00162710,ALJJ,A L J REGIONAL HOLDINGS INC,ALJJ,A,R,55563,9999,00162710,,,,,
